time;position;velocity;reward;puff;CTRL;Cloud;Switch_ID;teleport;port_A;port_B;port_C;Trigger;optoport;Systime;Keyboard;
8,38;-829,9901;3;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8393603;NONE;
8,389999;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8496815;NONE;
8,4;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8584300;NONE;
8,41;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8685604;NONE;
8,42;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8783078;NONE;
8,429999;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8868624;NONE;
8,44;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.8973268;NONE;
8,45;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9059527;NONE;
8,46;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9157591;NONE;
8,47;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9260816;NONE;
8,48;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9346375;NONE;
8,49;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9538277;NONE;
8,5;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9633748;NONE;
8,51;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9725270;NONE;
8,52;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9740201;NONE;
8,53;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9827324;NONE;
8,54;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:00.9924404;NONE;
8,55;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0023004;NONE;
8,559999;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0206715;NONE;
8,57;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0305573;NONE;
8,58;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0400181;NONE;
8,59;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0498792;NONE;
8,599999;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0595597;NONE;
8,61;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0693597;NONE;
8,62;-829,6301;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0785849;NONE;
8,63;-829,6301;2;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0879462;NONE;
8,639999;-829,3901;6;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.0976546;NONE;
8,65;-828,6701;22;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1071753;NONE;
8,66;-826,0301;22;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1167689;NONE;
8,67;-823,3901;67;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1264802;NONE;
8,679999;-815,3501;75;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1361164;NONE;
8,69;-806,3501;107;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1458196;NONE;
8,7;-793,5101;127;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1562610;NONE;
8,71;-778,2701;74;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1663725;NONE;
8,72;-769,3901;74;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1758659;NONE;
8,73;-760,5101;57;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1851905;NONE;
8,74;-753,67;57;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.1952973;NONE;
8,75;-746,83;32;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2052603;NONE;
8,76;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2148586;NONE;
8,77;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2235025;NONE;
8,78;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2335379;NONE;
8,79;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2429988;NONE;
8,8;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2528956;NONE;
8,809999;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2626674;NONE;
8,82;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2814015;NONE;
8,83;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2914252;NONE;
8,84;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.2994885;NONE;
8,849999;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3103740;NONE;
8,86;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3194891;NONE;
8,87;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3285245;NONE;
8,88;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3390811;NONE;
8,889999;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3485025;NONE;
8,9;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3571320;NONE;
8,91;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3668807;NONE;
8,92;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3765019;NONE;
8,929999;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3864356;NONE;
8,94;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.3957729;NONE;
8,95;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4048822;NONE;
8,96;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4149843;NONE;
8,97;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4240883;NONE;
8,98;-742,99;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4338308;NONE;
8,99;-742,99;6;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4428582;NONE;
9;-742,27;19;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4537271;NONE;
9,01;-739,99;21;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4627006;NONE;
9,02;-737,47;56;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4726099;NONE;
9,03;-730,75;106;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.4917540;NONE;
9,04;-718,03;67;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5025029;NONE;
9,05;-709,9901;73;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5120663;NONE;
9,059999;-701,23;73;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5227817;NONE;
9,07;-692,47;59;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5325304;NONE;
9,08;-685,39;40;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5424345;NONE;
9,09;-680,59;57;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5516284;NONE;
9,099999;-673,75;7;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5606506;NONE;
9,11;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5704322;NONE;
9,12;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5796735;NONE;
9,13;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5901008;NONE;
9,139999;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.5996297;NONE;
9,15;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6087132;NONE;
9,16;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6184114;NONE;
9,17;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6283125;NONE;
9,179999;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6371158;NONE;
9,19;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6470296;NONE;
9,2;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6565519;NONE;
9,21;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6665140;NONE;
9,22;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6753674;NONE;
9,23;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.6950235;NONE;
9,24;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7044552;NONE;
9,25;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7128081;NONE;
9,26;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7231148;NONE;
9,27;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7326743;NONE;
9,28;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7417243;NONE;
9,29;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7515915;NONE;
9,3;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7618622;NONE;
9,309999;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7705175;NONE;
9,32;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7801322;NONE;
9,33;-672,91;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.7904563;NONE;
9,34;-672,91;1;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8001075;NONE;
9,349999;-672,79;11;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8097323;NONE;
9,36;-671,47;25;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8182884;NONE;
9,37;-668,47;21;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8284012;NONE;
9,38;-665,95;50;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8386705;NONE;
9,389999;-659,95;27;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8483026;NONE;
9,4;-656,71;56;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8567693;NONE;
9,41;-649,99;73;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8669019;NONE;
9,42;-641,23;122;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8775643;NONE;
9,429999;-626,59;151;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8869132;NONE;
9,44;-608,47;144;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.8968638;NONE;
9,45;-591,1899;108;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9070511;NONE;
9,46;-578,2299;77;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9170203;NONE;
9,469999;-568,9899;20;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9256263;NONE;
9,48;-566,5899;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9360752;NONE;
9,49;-566,5899;-1;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9447405;NONE;
9,5;-566,7099;-3;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9639542;NONE;
9,51;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9743552;NONE;
9,52;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9836166;NONE;
9,53;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:01.9936088;NONE;
9,54;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0017321;NONE;
9,55;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0120656;NONE;
9,559999;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0217578;NONE;
9,57;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0316873;NONE;
9,58;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0403344;NONE;
9,59;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0504013;NONE;
9,599999;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0603533;NONE;
9,61;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0694063;NONE;
9,62;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0786695;NONE;
9,63;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0884379;NONE;
9,639999;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.0983764;NONE;
9,65;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1070596;NONE;
9,66;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1171166;NONE;
9,67;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1264301;NONE;
9,679999;-567,0699;0;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1365351;NONE;
9,69;-567,0699;1;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1455088;NONE;
9,7;-566,9499;11;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1550800;NONE;
9,71;-565,6299;31;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1749674;NONE;
9,719999;-561,9099;27;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1846369;NONE;
9,73;-558,6699;71;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.1948336;NONE;
9,74;-550,1499;79;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2036682;NONE;
9,75;-540,6699;109;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2142434;NONE;
9,76;-527,5899;135;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2235018;NONE;
9,77;-511,3899;143;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2342416;NONE;
9,78;-494,2299;132;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2432439;NONE;
9,79;-478,3899;111;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2535555;NONE;
9,8;-465,0699;59;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2630733;NONE;
9,809999;-457,9899;35;0;0;0;1;8;0;0;0;0;0;0;2024-03-04 13:06:02.2725239;NONE;
9,82;-453,7899;1;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.2819933;NONE;
9,83;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.2917755;NONE;
9,84;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3007061;NONE;
9,849999;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3104079;NONE;
9,86;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3206892;NONE;
9,87;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3298993;NONE;
9,88;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3393651;NONE;
9,889999;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3486762;NONE;
9,9;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3585469;NONE;
9,91;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3676201;NONE;
9,92;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3779556;NONE;
9,929999;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3875095;NONE;
9,94;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.3969196;NONE;
9,95;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4064504;NONE;
9,96;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4156764;NONE;
9,969999;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4247900;NONE;
9,98;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4444426;NONE;
9,99;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4535570;NONE;
10;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4630905;NONE;
10,01;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4733716;NONE;
10,02;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4824186;NONE;
10,03;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.4918352;NONE;
10,04;-453,6699;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5015646;NONE;
10,05;-453,6699;1;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5116134;NONE;
10,06;-453,5499;7;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5207155;NONE;
10,07;-452,7099;12;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5306866;NONE;
10,08;-451,2699;34;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5404624;NONE;
10,09;-447,1899;49;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5495003;NONE;
10,1;-441,3099;72;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5597072;NONE;
10,11;-432,6699;83;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5687668;NONE;
10,12;-422,7099;101;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5794919;NONE;
10,13;-410,5899;114;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5885335;NONE;
10,14;-396,9099;67;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.5994919;NONE;
10,15;-388,8699;69;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6085402;NONE;
10,16;-380,5899;116;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6187470;NONE;
10,17;-366,6699;36;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6283794;NONE;
10,18;-362,3499;54;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6384331;NONE;
10,19;-355,8699;4;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6483111;NONE;
10,2;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6564969;NONE;
10,21;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6672702;NONE;
10,22;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6765892;NONE;
10,23;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.6856248;NONE;
10,24;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7046655;NONE;
10,25;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7148243;NONE;
10,26;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7235868;NONE;
10,27;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7337899;NONE;
10,28;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7425022;NONE;
10,29;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7528624;NONE;
10,3;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7614471;NONE;
10,31;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7719681;NONE;
10,32;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7815752;NONE;
10,33;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7909256;NONE;
10,34;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.7996198;NONE;
10,35;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8098072;NONE;
10,36;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8189692;NONE;
10,37;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8286271;NONE;
10,38;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8387620;NONE;
10,39;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8485345;NONE;
10,4;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8569887;NONE;
10,41;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8674820;NONE;
10,42;-355,3899;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8758694;NONE;
10,43;-355,3899;1;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8867094;NONE;
10,44;-355,2699;15;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.8960333;NONE;
10,45;-353,4699;34;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9055708;NONE;
10,46;-349,3899;72;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9246652;NONE;
10,47;-340,7499;100;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9347208;NONE;
10,48;-328,7499;114;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9452721;NONE;
10,49;-315,0699;69;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9549561;NONE;
10,5;-306,7899;75;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9643438;NONE;
10,51;-297,7899;63;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9745439;NONE;
10,52;-290,2299;65;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9837751;NONE;
10,53;-282,43;32;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:02.9930679;NONE;
10,54;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0025677;NONE;
10,55;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0128124;NONE;
10,56;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0219054;NONE;
10,57;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0313451;NONE;
10,58;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0407274;NONE;
10,59;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0511716;NONE;
10,6;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0607822;NONE;
10,61;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0704139;NONE;
10,62;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0799389;NONE;
10,63;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0886247;NONE;
10,64;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.0985075;NONE;
10,65;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1081411;NONE;
10,66;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1172042;NONE;
10,67;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1270272;NONE;
10,68;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1361354;NONE;
10,69;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1468398;NONE;
10,7;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1560148;NONE;
10,71;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1657243;NONE;
10,72;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1744369;NONE;
10,73;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.1940430;NONE;
10,74;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2032730;NONE;
10,75;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2125747;NONE;
10,76;-278,59;0;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2227180;NONE;
10,77;-278,59;3;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2315982;NONE;
10,78;-278,23;8;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2416529;NONE;
10,79;-277,27;32;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2507703;NONE;
10,8;-273,43;53;0;0;0;1;8;0;0;0;1;0;0;2024-03-04 13:06:03.2608862;NONE;
10,81;-267,07;68;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.2714317;NONE;
10,82;-258,91;90;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.2807696;NONE;
10,83;-248,11;107;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.2907149;NONE;
10,84;-235,27;135;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.3009809;NONE;
10,85;-219,07;147;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.3107689;NONE;
10,86;-201,43;137;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.3203536;NONE;
10,87;-184,99;91;0;0;1;0;8;0;0;0;1;0;0;2024-03-04 13:06:03.3302042;NONE;
